Key,comment,ja-jp,en-us,zh-cn,zh-tw,ko-kr,es-es,ar-sa,id-id,
TargetResidualColor_Desc,,補正したい残存色を指定します。,Specifies the residual background color you want to correct.,指定希望被补正的残留背景颜色。,指定希望被補正的殘留背景色彩。,보정할 남아있는 배경색을 선택합니다.,Especifica el color de fondo residual a modificar.,يحدد لون الخلفية المتبقي الذي تريد تصحيحه.,Menentukan sisa warna latar yang akan dikoreksi.,
CorrectedColor_Name,,補正後の色,Corrected Color,校正后颜色,校正後色彩,보정 결과 색상,Color Corregido,اللون المصحح,Warna Terkoreksi,
CorrectedColor_Desc,,残存色をこの色に変換します。,Converts target residual color to this.,将残余颜色转换为该颜色。,將殘餘色彩轉換為該色彩。,잔존 색상을 이 색상으로 변환합니다.,Convierte el color residual a este nuevo color.,يحول اللون المتبقي إلى هذا اللون.,Mengubah sisa warna target menjadi warna ini.,
ResidualColorCorrection_Name,,残存色補正,Residual Color Fix,残留颜色补正,殘留色彩補正,잔존 색상 보정,Corrección de Color Residual,تصحيح اللون المتبقي,Koreksi Sisa Warna,
ResidualColorCorrection_Desc,,クロマキーで残った背景色を他の色に変換します。,Converts remaining keyed background colors into another color.,将抠像后残留的背景颜色转换为新的指定颜色。,將去背後殘留的背景顏色轉換為新的指定顏色。,크로마키 후 남아있는 배경색을 다른 색으로 변환합니다.,Transforma colores residuales en otros.,يحول ألوان الخلفية المتبقية إلى لون آخر.,Mengubah warna latar belakang tersisa ke warna lain.,
CorrectionTolerance_Name,,補正許容値,Correction Tolerance,校正容差,校正容差,보정 허용 오차,Tolerancia de Corrección,تسامح التصحيح,Toleransi Koreksi,
CorrectionTolerance_Desc,,色補正の許容範囲。値を大きくすると、より広い範囲の色が補正されます。,Tolerance for color correction. Higher values affect more colors.,颜色校正的容差范围。数值越大，补正范围越广。,顏色校正的容差範圍。數值越大，補正範圍越廣。,색상 보정의 허용 범위. 클수록 넓은 범위가 보정됩니다.,Tolerancia para la corrección de color. Afecta a más colores.,التسامح لتصحيح الألوان. يؤثر على المزيد من الألوان.,Toleransi koreksi warna. Nilai lebih tinggi memproses lebih banyak warna.,
ForegroundBrightness_Name,,前景の明るさ,Foreground Brightness,前景亮度,前景亮度,전경 밝기,Brillo del Primer Plano,سطوع المقدمة,Kecerahan Depan,
ForegroundBrightness_Desc,,キーイング後の前景（くり抜かれた部分）の明るさを調整します。,Adjusts brightness of the foreground (keyed element) after keying.,调整抠像后前景部分的亮度。,調整去背後前景部分的亮度。,크로마키 처리된 전경의 밝기를 조절합니다.,Ajusta el brillo del elemento de primer plano.,يضبط سطوع المقدمة بعد المفتاح.,Menyesuaikan kecerahan objek depan.,
ForegroundContrast_Name,,前景のコントラスト,Foreground Contrast,前景对比度,前景對比度,전경 대비,Contraste del Primer Plano,تباين المقدمة,Kontras Depan,
ForegroundContrast_Desc,,キーイング後の前景のコントラストを調整します。,Adjusts contrast of the foreground after keying.,调整抠像后前景的对比度。,調整去背後前景的對比度。,크로마키 처리된 전경의 대비를 조절합니다.,Ajusta el contraste del elemento en primer plano.,يضبط تباين المقدمة بعد المفتاح.,Menyesuaikan kontras objek depan.,
ForegroundSaturation_Name,,前景の彩度,Foreground Saturation,前景饱和度,前景飽和度,전경 채도,Saturación del Primer Plano,تشبع المقدمة,Saturasi Depan,
ForegroundSaturation_Desc,,キーイング後の前景の彩度を調整します。,Adjusts saturation of the foreground after keying.,调整抠像后前景的饱和度。,調整去背後前景的飽和度。,크로마키 처리된 전경의 채도를 조절합니다.,Ajusta la saturación del elemento de primer plano.,يضبط تشبع المقدمة بعد المفتاح.,Menyesuaikan saturasi objek depan.,
IsCompleteKey_Name,,完全クロマキー,Complete Key,完全抠像,完全去背,완전 크로마키,Clave Completa,مفتاح كامل,Kunci Lengkap,
IsCompleteKey_Desc,,オンにすると、輝度を保持せず完全に透過させます。スピル除去なども無効になります。,Makes key fully transparent without retaining luminance. Disables despill.,勾选后不保留亮度信息进行绝对透明，同时将禁用溢色抑制等功能。,勾選後不保留亮度資訊進行絕對透明，同時將停用溢色抑制等功能。,켜면 휘도를 유지하지 않고 완전히 투명하게 만듭니다. 스필 제거 등도 비활성화됩니다.,Hazlo 100% transparente sin retener luminancia. Desactiva despill.,يجعله شفافا تماما بدون نصوع. يعطل بعض الوظائف.,Membuat kunci sepenuhnya transparan tanpa mempertahankan luminasi.,
IsInverted_Name,,反転,Invert,反转,反轉,반전,Invertir,عكس,Balik,
IsInverted_Desc,,透過範囲を反転します。,Inverts the transparent areas.,反转遮罩的透明范围。,反轉遮罩的透明範圍。,투명한 범위를 반전합니다.,Invierte las áreas transparentes.,يعكس المناطق الشفافة.,Membalikkan area transparan.,
QualityPreset_Name,,品質プリセット,Quality Preset,质量预设,品質預設,품질 프리셋,Preset de Calidad,ضبط الجودة المسبق,Preset Kualitas,
QualityPreset_Desc,,処理の品質を選択します。高品質ほど処理が重くなります。,Select processing quality. Higher quality is more demanding on performance.,选择处理质量。质量越高，处理负担越重。,選擇處理品質。品質越高，處理負擔越重。,처리 품질을 설정합니다. 고품질일수록 처리가 무거워집니다.,Selecciona la calidad. Más calidad requiere más rendimiento.,حدد جودة المعالجة. جودة أعلى تتطلب أداء أكثر.,Pilih kualitas pemrosesan. Kualitas lebih tinggi lebih berat.,
DebugMode_Name,,表示モード,Display Mode,显示模式,顯示模式,표시 모드,Modo de Visualización,وضع العرض,Mode Tampilan,
DebugMode_Desc,,デバッグ用に、エフェクトの各処理段階の画像を表示します。,Displays different effect processing stages for debugging.,用于调试目的，显示特效在此阶段的处理图像。,適用於偵錯，顯示特效在此階段的處理影像。,디버그를 위해 이펙트의 각 처리 단계를 표시합니다.,Muestra fases del efecto para depuración.,يعرض مراحل المعالجة للتصحيح.,Menampilkan tahapan efek untuk debug.,
AdvancedColorSpace_RGB,,RGB(標準),RGB (Standard),RGB (标准),RGB (標準),RGB (표준),RGB (Estándar),RGB (قياسي),RGB (Standar),
AdvancedColorSpace_HSV,,HSV(色相重視),HSV (Hue-centric),HSV (重色相),HSV (色彩為主),HSV (색조 중심),HSV (Centrado en Tono),HSV (التركيز على الصبغة),HSV (Fokus Rona),
AdvancedColorSpace_Lab,,CIE Lab(知覚的),CIE Lab (Perceptual),CIE Lab (感知距离),CIE Lab (感知距離),CIE Lab (지각적),CIE Lab (Perceptual),CIE Lab (إدراكي),CIE Lab (Perseptual),
AdvancedColorSpace_YUV,,YUV(放送品質),YUV (Broadcast Quality),YUV (广播级),YUV (廣播級),YUV (방송 품질),YUV (Calidad Broadcast),YUV (جودة البث),YUV (Kualitas Siaran),
AdvancedColorSpace_XYZ,,XYZ(CIE標準),XYZ (CIE Standard),XYZ (CIE标准),XYZ (CIE標準),XYZ (CIE 표준),XYZ (Estándar CIE),XYZ (معيار CIE),XYZ (Standar CIE),
AdvancedColorSpace_LCH,,LCH(知覚円筒),LCH (Perceptual Cylinder),LCH (感知圆柱),LCH (感知圓柱),LCH (지각적 원통형),LCH (Cilindrico Perceptual),LCH (أسطوانة إدراكية),LCH (Silinder Perseptual),
AdvancedColorSpace_CIEDE2000,,CIEDE2000(最高精度),CIEDE2000 (Highest Precision),CIEDE2000 (最高精度),CIEDE2000 (最高精度),CIEDE2000 (최고 정밀도),CIEDE2000 (Mayor Precisión),CIEDE2000 (أعلى دقة),CIEDE2000 (Presisi Tertinggi),
KeyColorType_Custom,,カスタム,Custom,自定义,自訂,사용자 지정,Personalizado,مخصص,Kustom,
KeyColorType_Green,,緑,Green,绿色,綠色,녹색,Verde,أخضر,Hijau,
KeyColorType_Blue,,青,Blue,蓝色,藍色,파란색,Azul,أزرق,Biru,
KeyColorType_Red,,赤,Red,红色,紅色,빨간색,Rojo,أحمر,Merah,
DebugViewMode_Result,,最終結果,Final Result,最终结果,最終結果,최종 결과,Resultado Final,النتيجة النهائية,Hasil Akhir,
DebugViewMode_Matte,,マスク表示,Matte Display,显示遮罩,顯示遮罩,마스크 표시,Ver Mate,عرض القناع,Tampilan Matte,
DebugViewMode_ColorDistance,,色距離,Color Distance,颜色距离,顏色距離,색 거리,Distancia de Color,مسافة اللون,Jarak Warna,
DebugViewMode_SpillSuppressed,,スピル除去後,After Spill Suppression,去除溢色后,去除溢色後,스필 제거 후,Post-Supresión,بعد إزالة الانسكاب,Setelah Penghilang Tumpahan,
DebugViewMode_ColorCorrected,,色補正後,After Color Correction,校正颜色后,校正顏色後,색상 보정 후,Post-Corrección de Color,بعد تصحيح الألوان,Setelah Koreksi Warna,
QualityPreset_Fast,,高速,Fast,高速,高速,빠름,Rápido,سريع,Cepat,
QualityPreset_Balanced,,バランス,Balanced,平衡,平衡,균형,Equilibrado,متوازن,Seimbang,
QualityPreset_HighQuality,,高品質,High Quality,高质量,高品質,고품질,Alta Calidad,جودة عالية,Kualitas Tinggi,
ValidationRule_Error_BaseColorTransparency,,カスタムモードでは、基本色を不透明に設定してください。完全に透明な色はキーイングできません。,In custom mode, set the base color to opaque. Completely transparent colors cannot be keyed.,在自定义模式下，请将基本颜色设置为不透明。完全透明的颜色无法进行抠像处理。,在自訂模式下，請將基本色設置為不透明。完全透明的色彩無法進行去背處理。,사용자 정의 모드에서는 기본 색상을 불투명하게 설정하세요. 완전히 투명한 색상은 키잉할 수 없습니다.,En modo personalizado, establece el color base como opaco. Los colores completamente transparentes no se pueden recortar.,في الوضع المخصص، اضبط اللون الأساسي على معتم. لا يمكن مفاتح الألوان الشفافة تماماً.,Dalam mode khusus, atur warna dasar menjadi buram. Warna yang sepenuhnya transparan tidak dapat dikunci.,
ValidationRule_Error_ClipBlackWhiteInverted,,クリップ(黒)の値がクリップ(白)以上になっています。マスクが正常に生成されません。,Clip Black value is greater than or equal to Clip White value. The mask will not be generated correctly.,剪集(黑)的值大于等于剪集(白)的值。遮罩无法正确生成。,剪裁(黑)的值大於或等於剪裁(白)的值。遮罩無法正確生成。,클립(검은색)의 값이 클립(흰색) 이상입니다. 마스크가 올바르게 생성되지 않습니다.,El valor de Recorte Negro es mayor que o igual al de Recorte Blanco. La máscara no se generará correctamente.,قيمة قص الأسود أكبر من أو تساوي قيمة قص الأبيض. لن يتم إنشاء القناع بشكل صحيح.,Nilai Klip Hitam lebih besar dari atau sama dengan nilai Klip Putih. Matte tidak akan dihasilkan dengan benar.,
ValidationRule_Warning_ToleranceExtremelyLow,,許容値が極端に低いため、意図した範囲が透過されない可能性があります。,"Tolerance is extremely low, so the intended range may not be keyed.",容差极低，可能导致意图的范围无法透过。,容差極低，可能導致意圖的範圍無法透過。,허용 오차가 극도로 낮아서 의도한 범위가 키잉되지 않을 수 있습니다.,"La tolerancia es extremadamente baja, por lo que el rango previsto puede no recortarse.",التسامح منخفض جداً، لذا قد لا يتم مفاتح النطاق المقصود.,"Toleransi sangat rendah, sehingga rentang yang dimaksudkan mungkin tidak dikunci.",
ValidationRule_Warning_ToleranceExtremelyHigh,,許容値が極端に高いため、前景の意図しない部分まで透過される可能性があります。,"Tolerance is extremely high, so unintended parts of the foreground may be keyed.",容差极高，可能导致前景中不需要的部分被透过。,容差極高，可能導致前景中不需要的部分被透過。,허용 오차가 극도로 높아서 전경의 원치 않은 부분이 키잉될 수 있습니다.,"La tolerancia es extremadamente alta, por lo que partes no deseadas del primer plano pueden recortarse.",التسامح مرتفع جداً، لذا قد يتم مفاتح أجزاء غير مقصودة من المقدمة.,"Toleransi sangat tinggi, sehingga bagian objek depan yang tidak diinginkan mungkin dikunci.",
ValidationRule_Warning_SoftnessWithoutTolerance,,エッジの柔らかさを機能させるには、許容値を少し上げる必要があります。,Edge Softness requires tolerance to be increased to function properly.,要使边缘柔和度正常工作，需要提高容差值。,要使邊緣柔和度正常工作，需要提高容差值。,가장자리 부드러움 기능이 작동하려면 허용 오차를 약간 높여야 합니다.,La suavidad de borde requiere que la tolerancia se aumente para funcionar.,تتطلب نعومة الحافة زيادة التسامح لكي تعمل بشكل صحيح.,Kelembutan Tepi memerlukan toleransi ditingkatkan untuk berfungsi dengan baik.,
ValidationRule_Warning_HighLuminanceMix,,輝度ミックスが高すぎると、色の情報が無視され、明るさだけでキーイングされます。,If Luminance Mix is too high, color information will be ignored and only brightness will be used for keying.,亮度混合过高会导致颜色信息被忽略，仅使用亮度进行抠像。,亮度混合過高會導致色彩資訊被忽略，僅使用亮度進行去背。,휘도 혼합이 너무 높으면 색상 정보가 무시되고 밝기만 사용하여 키잉됩니다.,Si la mezcla de luminancia es demasiado alta, la información de color se ignorará y solo se usará brillo.,إذا كانت مزيج النصوع مرتفعة جداً، سيتم تجاهل معلومات اللون وسيتم استخدام السطوع فقط.,Jika Pencampuran Luminasi terlalu tinggi, informasi warna akan diabaikan dan hanya kecerahan yang digunakan.,
ValidationRule_Warning_ClipAndSoftnessConflict,,クリップ設定とエッジの柔らかさの両方が高く設定されています。意図しない硬い輪郭になる可能性があります。,Both Clip settings and Edge Softness are set high. This may result in unintended hard edges.,剪裁设置和边缘柔和度的设置都很高。可能导致出现不期望的硬边。,剪裁設置和邊緣柔和度的設置都很高。可能導致出現不期望的硬邊。,클립 설정과 가장자리 부드러움이 모두 높게 설정되어 있습니다. 예상치 못한 경계가 생길 수 있습니다.,Los ajustes de Recorte y Suavidad de Borde están configurados alto. Esto puede resultar en bordes duros no deseados.,يتم تعيين إعدادات القص ونعومة الحافة على حد سواء عالياً. قد يؤدي هذا إلى حواف صلبة غير مقصودة.,Pengaturan Klip dan Kelembutan Tepi sama-sama diatur tinggi. Ini dapat menghasilkan tepi keras yang tidak diinginkan.,
ValidationRule_Info_GradientStrengthZero,,グラデーション強度が0%のため、「終端色」と「グラデーション角度」は効果がありません。,"Gradient Strength is 0%, so ""End Color"" and ""Gradient Angle"" have no effect.","渐变强度为0%，因此""终端色""和""渐变角度""无效。",漸層強度為0%，因此「終端色」和「漸層角度」無效。,"그라데이션 강도가 0%이므로 ""끝 색상""과 ""그라데이션 각도""는 효과가 없습니다.","La intensidad del degradado es 0%, por lo que ""Color Final"" y ""Ángulo de Degradado"" no tienen efecto.","قوة التدرج هي 0%، لذا ""لون النهاية"" و""زاوية التدرج"" لا تأثير لهما.","Kekuatan Gradasi adalah 0%, jadi ""Warna Akhir"" dan ""Sudut Gradasi"" tidak berpengaruh.",
ValidationRule_Info_SpillSuppressionWithCustom,,スピル除去は、主要キーイング色が「緑」「青」「赤」の時に最も効果的です。,"Spill Suppression is most effective when the main key color is Green, Blue, or Red.",溅色除去在主要键色为绿、蓝或红时最有效。,溅色去除在主要鍵色為綠、藍或紅時最有效。,"스필 제거는 주요 키잉 색상이 녹색, 파란색 또는 빨간색일 때 가장 효과적입니다.","La eliminación de derrames es más efectiva cuando el color clave principal es Verde, Azul o Rojo.",إزالة الانسكاب أكثر فعالية عندما يكون لون المفتاح الرئيسي أخضر أو أزرق أو أحمر.,"Penekan Warna Lepas paling efektif ketika warna kunci utama adalah Hijau, Biru, atau Merah.",
ValidationRule_Info_ReplaceIntensityZero,,置換の強度が0%のため、「置換色」と「輝度保持」は効果がありません。,"Replace Intensity is 0%, so ""Replace Color"" and ""Preserve Luminance"" have no effect.","替换强度为0%，因此""替换色""和""保留亮度""无效。",替換強度為0%，因此「替換色」和「保留亮度」無效。,"교체 강도가 0%이므로 ""교체 색상""과 ""휘도 보존""은 효과가 없습니다.","La intensidad de reemplazo es 0%, por lo que ""Color de Reemplazo"" y ""Preservar Luminancia"" no tienen efecto.","شدة الاستبدال هي 0%، لذا ""لون الاستبدال"" و""الحفاظ على النصوع"" لا تأثير لهما.","Intensitas Penggantian adalah 0%, jadi ""Warna Penggantian"" dan ""Pertahankan Luminasi"" tidak berpengaruh.",
ValidationRule_Info_ReplaceColorTransparent,,置換色が透明です。これは除去した領域の不透明度を下げる効果になります。,Replace Color is transparent. This has the effect of reducing opacity of the removed area.,替换色是透明的。这将降低移除区域的不透明度。,替換色是透明的。這將降低移除區域的不透明度。,교체 색상이 투명합니다. 이는 제거된 영역의 불투명도를 감소시킵니다.,El color de reemplazo es transparente. Esto reduce la opacidad del área eliminada.,لون الاستبدال شفاف. هذا يقلل من عتامة المنطقة المزالة.,Warna Penggantian transparan. Ini mengurangi opasitas area yang dihapus.,
ValidationRule_Info_ColorSpaceForCustomOnly,,色空間の変更は、主要キーイング色が「カスタム」の時にのみ適用されます。,"Color Space changes are applied only when the main key color is set to ""Custom"".","色彩空间更改仅在主要键色设置为""自定义""时才适用。",色彩空間更改僅在主要鍵色設置為「自訂」時才適用。,"색상 공간 변경은 주요 키잉 색상이 ""사용자 정의""로 설정된 경우에만 적용됩니다.","Los cambios de espacio de color se aplican solo cuando el color clave principal está configurado en ""Personalizado"".","يتم تطبيق تغييرات فضاء اللون فقط عندما يكون لون المفتاح الرئيسي مضبوطاً على ""مخصص"".","Perubahan Ruang Warna diterapkan hanya ketika warna kunci utama diatur ke ""Khusus"".",
ValidationRule_Info_HueRangeForSpecificSpaces,,色相範囲は、色空間が「HSV」または「LCH」の場合にのみ有効です。,"Hue Range is valid only when Color Space is ""HSV"" or ""LCH"".","色相范围仅在色彩空间为""HSV""或""LCH""时有效。",色相範圍僅在色彩空間為「HSV」或「LCH」時有效。,"색상 범위는 색상 공간이 ""HSV"" 또는 ""LCH""인 경우에만 유효합니다.","El rango de tonalidad es válido solo cuando el espacio de color es ""HSV"" o ""LCH"".","نطاق الصبغة صالح فقط عندما يكون فضاء اللون ""HSV"" أو ""LCH"".","Rentang Hue valid hanya ketika Ruang Warna adalah ""HSV"" أو ""LCH"".",
ValidationRule_Info_SaturationThresholdForHsvOnly,,彩度閾値は、色空間が「HSV」の場合にのみ有効です。,"Saturation Threshold is valid only when Color Space is HSV.","饱和度阈值仅在色彩空间为HSV时有效。",飽和度閾值僅在色彩空間為「HSV」時有效。,"포화도 임계값은 색상 공간이 HSV인 경우에만 유효합니다.","El umbral de saturación es válido solo cuando el espacio de color es HSV.","حد التشبع صالح فقط عندما يكون فضاء اللون HSV.","Ambang Saturasi valid hanya ketika Ruang Warna adalah HSV.",
ValidationRule_Info_LuminanceRangeForSpecificSpaces,,"明度範囲は、色空間が「RGB」または「YUV」の場合にのみ有効です。","Luminance Range is valid only when Color Space is RGB or YUV.","亮度范围仅在色彩空间为RGB或YUV时有效。","亮度範圍僅在色彩空間為「RGB」或「YUV」時有效。","휘도 범위는 색상 공간이 RGB 또는 YUV인 경우에만 유효합니다.","El rango de luminancia es válido solo cuando el espacio de color es RGB o YUV.","نطاق النصوع صالح فقط عندما يكون فضاء اللون RGB أو YUV.","Rentang Luminasi valid hanya ketika Ruang Warna adalah RGB atau YUV.",
ValidationRule_Info_CompleteKeyBypassesQuality,,完全クロマキーモードでは、スピル除去・エッジ彩度除去・輝度保持は無効になります。,"In Complete Key mode, Spill Suppression, Edge Desaturation, and Preserve Luminance are disabled.",在完全抠像模式下，溅色除去、边缘去饱和和保留亮度都被禁用。,在完全去背模式下，濺色去除、邊緣去飽和和保留亮度都被禁用。,"완전 키잉 모드에서는 스필 제거, 에지 채도 제거 및 휘도 보존이 비활성화됩니다.","En modo de recorte completo, la eliminación de derrames, desaturación de borde y preservación de luminancia se desactivan.",في وضع المفتاح الكامل، يتم تعطيل إزالة الانسكاب وإزالة تشبع الحافة والحفاظ على النصوع.,"Dalam mode Kunci Lengkap, Penekan Warna Lepas, Desaturasi Tepi, dan Pertahankan Luminasi dinonaktifkan.",
ValidationRule_Warning_ExceptionColorTransparent,,例外色が透明に設定されているため、「例外設定」は機能しません。,"Exception Color is set to transparent, so ""Exception Settings"" will not function.","例外色设置为透明，因此""例外设置""将不起作用。",例外色設置為透明，因此「例外設定」將不起作用。,"예외 색상이 투명하게 설정되어 있으므로 ""예외 설정""이 작동하지 않습니다.","El color de excepción está establecido como transparente, por lo que ""Configuración de Excepción"" no funcionará.","يتم تعيين لون الاستثناء على الشفاف، لذا ""إعدادات الاستثناء"" لن تعمل.","Warna Pengecualian diatur transparan, jadi ""Pengaturan Pengecualian"" tidak akan berfungsi.",
ValidationRule_Info_ExceptionGradientStrengthZero,,例外グラデーション強度が0%のため、「例外色2 (終端)」と「グラデーション角度」は効果がありません。,"Exception Gradient Strength is 0%, so ""Exception Color 2 (End)"" and ""Gradient Angle"" have no effect.","例外渐变强度为0%，因此""例外色2 (终端)""和""渐变角度""无效。",例外漸層強度為0%，因此「例外色2 (終端)」和「漸層角度」無效。,"예외 그라데이션 강도가 0%이므로 ""예외 색상 2 (끝)"" 및 ""그라데이션 각도""는 효과가 없습니다.","La intensidad del gradado de excepción es 0%, por lo que ""Color de excepción 2 (fin)"" y ""Ángulo de degradado"" no tienen efecto.","شدة تدرج الاستثناء هي 0%، لذا ""الاستثناء لون 2 (النهاية)"" و""زاوية التدرج"" لا تأثير.","Kekuatan Gradasi Pengecualian adalah 0%, jadi ""Warna Pengecualian 2 (Akhir)"" dan ""Sudut Gradasi"" tidak berpengaruh.",
ValidationRule_Info_ResidualColorCorrectionZero,,残存色補正の強度が0%のため、「補正対象色」と「補正後の色」は効果がありません。,"Residual Color Correction intensity is 0%, so ""Target Residual Color"" and ""Corrected Color"" have no effect.","残存色补正强度为0%，因此""补正对象色""和""补正后的色""无效。",殘存色補正強度為0%，因此「補正對象色」和「補正後的色」無效。,"잔존 색상 보정 강도가 0%이므로 ""대상 잔존 색상"" 및 ""보정된 색상""은 효과가 없습니다.","La intensidad de corrección de color residual es 0%, por lo que ""Color de Residuo Objetivo"" y ""Color Corregido"" no tienen efecto.","شدة تصحيح اللون المتبقي هي 0%، لذا ""لون البقايا المستهدفة"" و""اللون المصحح"" لا تأثير لهما.","Intensitas Koreksi Warna Residu adalah 0%, jadi ""Warna Residu Target"" dan ""Warna Terkoreksi"" tidak berpengaruh.",
ValidationRule_Warning_GradientStrengthHigh,,グラデーション強度が高すぎると、意図しない範囲まで透過される可能性があります。煙などの透明度が高い部分で問題が発生する場合は、「透明度品質」を上げてください。,"If Gradient Strength is too high, unintended areas may be keyed. If issues occur with high-transparency areas like smoke, increase ""Transparency Quality"".","如果渐变强度过高，可能会对意外的范围进行抠像处理。如果烟雾等高透明度部分出现问题，请提高""透明度质量""。",如果漸層強度過高，可能會對意外的範圍進行去背處理。如果煙霧等高透明度部分出現問題，請提高「透明度品質」。,"그라데이션 강도가 너무 높으면 의도하지 않은 영역이 키잉될 수 있습니다. 연기 등 높은 투명도 영역에서 문제가 발생하면 ""투명도 품질""을 높이세요.","Si la intensidad del degradado es demasiado alta, pueden recortarse áreas no deseadas. Si hay problemas con áreas de alta transparencia como humo, aumente ""Calidad de Transparencia"".","إذا كانت شدة التدرج مرتفعة جداً، قد يتم مفاتح مناطق غير مقصودة. إذا حدثت مشاكل في مناطق عالية الشفافية مثل الدخان، قم بزيادة ""جودة الشفافية"".","Jika Kekuatan Gradasi terlalu tinggi, area yang tidak diinginkan dapat dikunci. Jika masalah terjadi dengan area transparan tinggi seperti asap, tingkatkan ""Kualitas Transparansi"".",
ValidationRule_Performance_HighQualitySettings,,高品質モードで重い処理が組み合わさっています。パフォーマンスに影響する可能性があります。,Heavy processing is combined in High Quality mode. This may impact performance.,在高品质模式下结合了重型处理。这可能会影响性能。,在高品質模式下結合了重型處理。這可能會影響效能。,고품질 모드에서 무거운 처리가 결합되어 있습니다. 이는 성능에 영향을 미칠 수 있습니다.,El procesamiento pesado se combina en modo de alta calidad. Esto puede afectar el rendimiento.,يتم دمج المعالجة الثقيلة في وضع الجودة العالية. قد يؤثر هذا على الأداء.,Pemrosesan berat digabungkan dalam mode Kualitas Tinggi. Ini dapat mempengaruhi kinerja.,
UpdateChecker_NewVersionAvailable,,新しいバージョン v{0} が利用可能です。(現在: v{1}),New version v{0} is available. (Current: v{1}),新版本 v{0} 可用。(当前: v{1}),新版本 v{0} 可用。(目前: v{1}),새로운 버전 v{0}을(를) 사용할 수 있습니다. (현재: v{1}),Nueva versión v{0} disponible. (Actual: v{1}),الإصدار الجديد v{0} متاح. (الحالي: v{1}),Versi baru v{0} tersedia. (Saat ini: v{1}),
Empty,,,,,,